damcode,Day,Model,Training Method,NSE,KGE,RMSE,PBIAS
2002110,7,transformer,fine,0.3378624854775185,0.3449138358773173,63.34429318906635,-18.68574955297304
2015110,1,lstm,nopre,0.7644684303546968,0.8812802976101459,38.34755487457335,-1.5850102323333497
2015110,1,lstm,onlypre,0.8192210370288976,0.7951366307405116,33.59596033133307,14.886666182995839
2015110,1,lstm,fine,0.7326945855691649,0.6352218721602256,40.85234513119995,-7.211381423716859
2015110,1,transformer,nopre,0.6705949776852559,0.822970163619572,45.35009724039671,3.2359462863308988
2015110,1,transformer,onlypre,0.7830440596103765,0.677264454851894,36.8043275658877,30.365479971188133
2015110,1,transformer,fine,0.6051138324639046,0.5529566336695457,49.65340948343645,-8.926633304219319
2015110,2,lstm,nopre,0.778570910787941,0.8749172279629915,37.18195808806524,5.904189276086145
2015110,2,lstm,onlypre,0.8044281556560888,0.8012933859375647,34.943635443109905,14.33098252182653
2015110,2,lstm,fine,0.7601275897527174,0.6652283978067453,38.69947466462136,-8.512736527525746
2015110,2,transformer,nopre,0.5050240793020808,0.7545239347000003,55.59131614112336,-5.436102810432988
2015110,2,transformer,onlypre,0.8214561063709992,0.7685675556675162,33.387770599500996,21.08800978707606
2015110,2,transformer,fine,0.8004003890422235,0.7349019248194313,35.30163053846955,3.9289816236260298
2015110,3,lstm,nopre,0.7897176865442574,0.851023759464338,36.23413724313276,10.153640524698336
2015110,3,lstm,onlypre,0.8009256219491945,0.7527956490771541,35.2552854678618,20.380661364409463
2015110,3,lstm,fine,0.7615950977067873,0.6713358487082148,38.5810588451239,-6.856327794446741
2015110,3,transformer,nopre,0.6338263161924365,0.7497858103259161,47.814554795497656,-15.640031033231095
2015110,3,transformer,onlypre,0.779036002210931,0.6787031646264513,37.14302846819304,30.176844355300343
2015110,3,transformer,fine,0.8014003726017671,0.7771497393761508,35.21322214283225,4.58286638790693
2015110,4,lstm,nopre,0.7816179786110891,0.8415231708575598,36.92565755502791,11.183207410097312
2015110,4,lstm,onlypre,0.8098215182265404,0.737325173067687,34.45882662543171,22.717814331324053
2015110,4,lstm,fine,0.7655888966500041,0.6775534579451703,38.25682166702134,-5.932445925200323
2015110,4,transformer,nopre,0.7253017927312577,0.6829632308224114,41.414050576762904,-27.029692687919038
2015110,4,transformer,onlypre,0.734428348732159,0.5969074070743567,40.72027046576873,36.99231848574933
2015110,4,transformer,fine,0.8195926612439774,0.8034760073055083,33.56192766559846,5.355034452059785
2015110,5,lstm,nopre,0.7843188696262713,0.8428884560446118,36.69665676075927,11.226251535427052
2015110,5,lstm,onlypre,0.8092450232515893,0.7399500889028952,34.51106510357132,22.236491510310323
2015110,5,lstm,fine,0.7637633000117883,0.6732011538937062,38.405560521285864,-6.622801163789331
2015110,5,transformer,nopre,0.71314391627354,0.6217676823785719,42.32066241310739,-32.84703497649909
2015110,5,transformer,onlypre,0.7485548758323793,0.5719959145307938,39.62251454898988,39.4208177630511
2015110,5,transformer,fine,0.8195351820885588,0.7456178845228661,33.56732226875874,-3.5194676578841415
2015110,6,lstm,nopre,0.7943840273276903,0.8508109468727914,35.830317249202295,10.73291284101393
2015110,6,lstm,onlypre,0.8077476834332551,0.7461898372088984,34.64639241733811,21.33480334226323
2015110,6,lstm,fine,0.7628923354881947,0.6695832683665801,38.47645268275344,-7.426727707085354
2015110,6,transformer,nopre,0.7334339947046828,0.6082927110079833,40.7966601926021,-33.92774873416999
2015110,6,transformer,onlypre,0.8127492970890757,0.731386569279667,34.19274422393337,15.712666674597926
2015110,6,transformer,fine,0.8447121197488294,0.8008161403421904,31.13802120762859,5.864523063327516
2015110,7,lstm,nopre,0.8035177019910158,0.8595369787299789,35.02575033829403,10.019346150143273
2015110,7,lstm,onlypre,0.8071179025791131,0.7510455397568163,34.703373406641035,20.657649186920434
2015110,7,lstm,fine,0.7649864772722496,0.6683608364029436,38.30647234124958,-7.9580276674193415
2015110,7,transformer,nopre,0.6577291924055944,0.6965577929486462,46.228591667765016,-25.296780611479736
2015110,7,transformer,onlypre,0.8055959776546046,0.5910586677515584,34.840016862472794,39.38065398564463
2015110,7,transformer,fine,0.8214729036685006,0.811795994988478,33.38703127747088,0.8156247177606318
2018110,1,lstm,nopre,0.7347353961770848,0.8566866657929568,118.60023554485184,1.940373425672131
2018110,1,lstm,onlypre,0.7069778155391616,0.8048303312851206,124.65111023152787,12.448613700049286
2018110,1,lstm,fine,0.7436008726102935,0.816514532930307,116.60150918103889,11.246904995470233
2018110,1,transformer,nopre,0.6914937998832322,0.6086020339943832,127.90215104061822,-32.68428706009573
2018110,1,transformer,onlypre,0.529724368638774,0.4770738337909004,157.91454660743608,42.800421546422555
2018110,1,transformer,fine,0.7257670675915755,0.8619349496265831,120.58844751613297,-1.3210151860508341
2018110,2,lstm,nopre,0.6890490014650237,0.8394529269207225,128.4084941456293,2.7759994187741044
2018110,2,lstm,onlypre,0.701477178379116,0.7797469548255268,125.81619418394395,16.362217698071106
2018110,2,lstm,fine,0.750580456571122,0.8127667316246029,115.00401829374584,13.828937420514755
2018110,2,transformer,nopre,0.6723096830981886,0.7802705222280905,131.8194755068948,-13.944004313413355
2018110,2,transformer,onlypre,0.5634312003115143,0.470444184489042,152.15075875770344,45.385358124260655
2018110,2,transformer,fine,0.6718688074239969,0.8243768289577933,131.90812088777938,2.9909217929499
2018110,3,lstm,nopre,0.6853486262641639,0.8397807353559239,129.17068470108674,2.8125666699667464
2018110,3,lstm,onlypre,0.6941634611175992,0.7641713500538969,127.34849905174597,18.193611750376792
2018110,3,lstm,fine,0.7352836396331974,0.7790905116326339,118.4784972528393,17.69150248821417
2018110,3,transformer,nopre,0.7252773187667444,0.7481422810134639,120.69698005738755,-18.71751477897266
2018110,3,transformer,onlypre,0.4718585107535932,0.35279200415628786,167.34944964364905,53.894334825783154
2018110,3,transformer,fine,0.7773603819579818,0.8169337815398829,108.65516351590225,-6.6563364770225215
2018110,4,lstm,nopre,0.679784694622868,0.8375677244945811,130.30855170298594,1.9488950614767486
2018110,4,lstm,onlypre,0.6906732194200015,0.7523148770536894,128.07390032896006,19.596500359953776
2018110,4,lstm,fine,0.7280967116950091,0.764759387020209,120.07679976490033,19.21193774087671
2018110,4,transformer,nopre,0.7332698240579882,0.7556761682542008,118.92905021711776,-17.375147900249583
2018110,4,transformer,onlypre,0.3360740716183215,0.16065992026476295,187.63406593625015,70.57582061460461
2018110,4,transformer,fine,0.7675273019611808,0.8648460543028045,111.02936419211561,-1.2656448647255838
2018110,5,lstm,nopre,0.6733367454578947,0.8344563116363957,131.6145641392182,1.3254151949855089
2018110,5,lstm,onlypre,0.6918973682588854,0.7592503557629942,127.82079416967811,18.77335559070954
2018110,5,lstm,fine,0.7265972022158433,0.7674279939110437,120.40798393828359,18.69978084064847
2018110,5,transformer,nopre,0.7361657922892522,0.6921591575040044,118.28219069489971,-20.88210798249095
2018110,5,transformer,onlypre,0.5144754620597748,0.3159290115970068,160.45727017855958,61.41492371255058
2018110,5,transformer,fine,0.7413233047600358,0.8003208626373761,117.12037642251669,-1.1261154591911928
2018110,6,lstm,nopre,0.6709494471705202,0.8329904231920808,132.0951545936782,0.6877253315193946
2018110,6,lstm,onlypre,0.6938640159416651,0.7670944144867701,127.41271364921498,17.82367923332171
2018110,6,lstm,fine,0.7272520522250145,0.7720316311109481,120.26418730512898,18.028576897971696
2018110,6,transformer,nopre,0.7376178747120529,0.6290521539010746,117.95672275252534,-30.70980705930702
2018110,6,transformer,onlypre,0.6377973748834171,0.5818314975804322,138.58983313925216,37.85724331687666
2018110,6,transformer,fine,0.6767518390808974,0.8198835894927657,130.9253086573909,-3.824798695705154
2018110,7,lstm,nopre,0.6711608287374264,0.832215871535538,132.05360634179678,0.24581409706516713
2018110,7,lstm,onlypre,0.6940016280565802,0.7710744548981939,127.38492964420296,17.296649766237092
2018110,7,lstm,fine,0.7273757947836658,0.7745909398360329,120.23771100237475,17.647011224913435
2018110,7,transformer,nopre,0.7070804138307663,0.5465730052682205,124.63289975224583,-38.87424273077451
2018110,7,transformer,onlypre,0.6720663385103047,0.5337787314457076,131.87166593941257,43.60892946074704
2018110,7,transformer,fine,0.67104659446494,0.7504620423891073,132.07654116694854,17.8069165401952
3008110,1,lstm,nopre,0.7664659224095152,0.7316897234620152,128.044502817594,-11.474782507500993
3008110,1,lstm,onlypre,0.7586449290056043,0.6551629698497738,130.17093399689966,-9.111391507344285
3008110,1,lstm,fine,0.7674642421764423,0.6999548413945136,127.77052510804629,-1.6680001802109798
3008110,1,transformer,nopre,0.7301479565104368,0.598011464845813,137.64126728100666,-34.52886683379746
3008110,1,transformer,onlypre,0.7742272715181443,0.7886586901068808,125.89878755634841,2.511689908580133
3008110,1,transformer,fine,0.7551856138105411,0.700809494848033,131.10047779258443,-11.414513528423276
3008110,2,lstm,nopre,0.7389867912086384,0.7633232549695605,135.36839140441867,-5.065849254608783
3008110,2,lstm,onlypre,0.7706403249462563,0.7321686196270687,126.89501389797779,-3.991539739935444
3008110,2,lstm,fine,0.7837126219364549,0.7875556872216577,123.22579062251998,-0.868390725266954
3008110,2,transformer,nopre,0.738082878158756,0.5963306867278007,135.60258549373572,-34.11328765491904
3008110,2,transformer,onlypre,0.7600619310796136,0.7912537489565713,129.78831821703082,5.301141402713272
3008110,2,transformer,fine,0.7480344199440306,0.6716387418999601,133.00152914743913,-12.736208977594439
3008110,3,lstm,nopre,0.7651637694398734,0.8186150691129401,128.4006282683632,-1.313850781473805
3008110,3,lstm,onlypre,0.7714662889431394,0.7172063485363821,126.66590615947264,-4.943168385802458
3008110,3,lstm,fine,0.787663999511002,0.7844326841613068,122.0945883057336,-2.6427251326343812
3008110,3,transformer,nopre,0.7546597065807106,0.6427882164720701,131.240851226608,-30.04133763832139
3008110,3,transformer,onlypre,0.7748532351805197,0.8068978734419788,125.72378689524774,6.402701470692564
3008110,3,transformer,fine,0.7619133205604299,0.6513989189562563,129.28619303379685,-15.888819039007334
3008110,4,lstm,nopre,0.7652746731244268,0.8232454565140963,128.37010117401167,-0.11051377164713305
3008110,4,lstm,onlypre,0.7755858148923391,0.7165544955346664,125.51888124778137,-4.502661251969356
3008110,4,lstm,fine,0.787261446218261,0.792803609243668,122.21007440102932,-2.0967774495239118
3008110,4,transformer,nopre,0.7339978098515307,0.6946410041176236,136.6553105536648,-23.95505513462214
3008110,4,transformer,onlypre,0.7794692742706906,0.7780632935277615,124.42809742152755,18.696817045770754
3008110,4,transformer,fine,0.8010744663606664,0.6895500030558501,118.17596929095372,-14.676357608028246
3008110,5,lstm,nopre,0.7715398728445065,0.820678626858925,126.64544704803085,0.5880452587916762
3008110,5,lstm,onlypre,0.7700465804027924,0.7101968244508248,127.05867158133616,-4.595723038237939
3008110,5,lstm,fine,0.779123632103397,0.7926946860672823,124.52570246789114,-2.0712707052556607
3008110,5,transformer,nopre,0.7441245248769668,0.6791930848510908,134.0289777839001,-25.028706372598627
3008110,5,transformer,onlypre,0.7892343931935721,0.7784208336380103,121.64219432726772,15.639143740625508
3008110,5,transformer,fine,0.7843650457528296,0.6536636701462021,123.03932921082536,-16.415618325358373
3008110,6,lstm,nopre,0.7542930436816601,0.8083971430454016,131.3389081525915,0.7501943362950669
3008110,6,lstm,onlypre,0.7615512653306945,0.7026413263352848,129.38448056057928,-4.946333741904512
3008110,6,lstm,fine,0.7804971565959551,0.7822060368078336,124.13800187585825,-2.8559841938035486
3008110,6,transformer,nopre,0.7464431590838605,0.7419715444960857,133.42043172563845,-17.514698046158525
3008110,6,transformer,onlypre,0.7491714289286939,0.6960303009147357,132.7006889236878,0.6577469189847418
3008110,6,transformer,fine,0.7464801625718236,0.620129060614349,133.41069583868898,-14.926232862441688
3008110,7,lstm,nopre,0.7412326157959253,0.7996518223716864,134.7857193677208,0.8388079974758308
3008110,7,lstm,onlypre,0.7570566774036155,0.6946787736645534,130.5995247063123,-5.403412732699245
3008110,7,lstm,fine,0.777512836531108,0.7726784969435495,124.98030857151885,-3.5423934849273415
3008110,7,transformer,nopre,0.7459664451406934,0.7419615358006838,133.5471597014552,-16.36304892838616
3008110,7,transformer,onlypre,0.7107403813350487,0.6696235666739532,142.50595656589786,7.590009827380748
3008110,7,transformer,fine,0.7408450338484471,0.6536691455002821,134.88662266535547,-7.96920214347631
4001110,1,lstm,nopre,0.7490807631657965,0.8660384158378674,37.90335487279286,4.623100842763966
4001110,1,lstm,onlypre,0.8494213511809895,0.8038293810320516,29.362455427245536,17.715190372408518
4001110,1,lstm,fine,0.7601752939985418,0.6826735577880287,37.05592280585046,-5.905355139490616
4001110,1,transformer,nopre,0.7328492531010422,0.43953267231585624,39.11009483011404,-46.599581140579225
4001110,1,transformer,onlypre,0.7154811132147838,0.6030345850762983,40.361400092721304,35.60777195233083
4001110,1,transformer,fine,0.740513685666547,0.7280704851551736,38.54498680843303,0.665956855717703
4001110,2,lstm,nopre,0.6517896727313799,0.7957551848580243,44.65096747893278,7.228745368868342
4001110,2,lstm,onlypre,0.8562325875799922,0.807874814998441,28.690642758212732,17.823348408672086
4001110,2,lstm,fine,0.8032654891934803,0.7496257709231818,33.56219254872718,-4.933900892448339
4001110,2,transformer,nopre,0.7665107392997716,0.5879241639929136,36.56314163616028,-35.654109426962385
4001110,2,transformer,onlypre,0.8378091204078688,0.8189685643560769,30.47356503247851,14.874995472101045
4001110,2,transformer,fine,0.7299427055137496,0.6950279475934309,39.32221794882298,-5.770884080698095
4001110,3,lstm,nopre,0.6719878072697172,0.8026852787064812,43.33677053337978,8.095314385577801
4001110,3,lstm,onlypre,0.8505185113691538,0.7503870196048823,29.25534728013379,23.826062544170377
4001110,3,lstm,fine,0.7969877956479517,0.7602205563490757,34.093581368691666,-1.7968097181586105
4001110,3,transformer,nopre,0.6352135015172271,0.7044870324730972,45.70154988719862,-21.72936578921816
4001110,3,transformer,onlypre,0.868307706366812,0.7915507124974448,27.459443507285744,19.546650176629772
4001110,3,transformer,fine,0.7269702989212401,0.6829887320987182,39.53816391528659,-5.247621490498207
4001110,4,lstm,nopre,0.678964883177245,0.808061215113327,42.873321965103095,6.866604425451147
4001110,4,lstm,onlypre,0.8480094843673205,0.7332540369709262,29.499802549290195,25.610440175121493
4001110,4,lstm,fine,0.7940768931877226,0.765792632904268,34.337083604973245,0.36929293588712453
4001110,4,transformer,nopre,0.6507791968615748,0.812522263416838,44.71579107601294,-7.25687560675397
4001110,4,transformer,onlypre,0.755688952633159,0.647585117787247,37.40093140823531,31.298956290324583
4001110,4,transformer,fine,0.720131161315613,0.6783771048409942,40.0302348277367,-9.214961985074401
4001110,5,lstm,nopre,0.6749973923888888,0.8084525892781576,43.13722293803195,5.73657015844484
4001110,5,lstm,onlypre,0.8470198926840276,0.7412857920380194,29.59553811116548,24.750606833414228
4001110,5,lstm,fine,0.7930655860524563,0.7675678663509036,34.42112979005806,1.1303028864072437
4001110,5,transformer,nopre,0.7175474423792725,0.8356960006365969,40.21439283265977,8.20428101042702
4001110,5,transformer,onlypre,0.7942661717851862,0.7009087002091801,34.3211328119494,25.271740409627828
4001110,5,transformer,fine,0.7360769465578068,0.6874162254182997,38.872943197458945,-6.746030712172751
4001110,6,lstm,nopre,0.6584173225145046,0.802159045707879,44.223863347264526,4.691142627125656
4001110,6,lstm,onlypre,0.8444945353398825,0.7509346559511215,29.838816097655574,23.692317353330463
4001110,6,lstm,fine,0.7908220044729143,0.7678845393801931,34.607223576421184,1.3520007744428149
4001110,6,transformer,nopre,0.7812084739464444,0.8474392138026887,35.39354054771005,-6.9831393337850605
4001110,6,transformer,onlypre,0.8159103516627337,0.795467368522996,32.46560079997437,9.91003510001087
4001110,6,transformer,fine,0.7304376221106972,0.6800376984244986,39.28605312160684,-4.742662505832243
4001110,7,lstm,nopre,0.6610941766189655,0.8059951976772352,44.05040877617052,3.7055952405862453
4001110,7,lstm,onlypre,0.8409452249599786,0.757290495737923,30.17753644673113,22.960271399970072
4001110,7,lstm,fine,0.7871133710829724,0.7667616689666248,34.91279510849097,1.3323594807528072
4001110,7,transformer,nopre,0.7774025572117336,0.5778749037140671,35.7001887812854,-34.976363700687536
4001110,7,transformer,onlypre,0.8660364800108037,0.6843122676739777,27.695148773839648,30.728230365363565
4001110,7,transformer,fine,0.747844224859268,0.6484637564206185,37.996613117333396,5.381363827313913
4007110,1,lstm,nopre,0.550191437385373,0.4885661484220202,59.8929824397679,31.551061177572738
4007110,1,lstm,onlypre,0.5721626940754723,0.5580944265434511,58.41190981498122,24.151497788528797
4007110,1,lstm,fine,0.5225797181572278,0.5174484268420787,61.70388557587222,8.46020848347715
4007110,1,transformer,nopre,0.4680205630452253,0.21976692647109541,65.13426298355492,-72.4753679989662
4007110,1,transformer,onlypre,0.4497137795021664,0.4435252530802465,66.24550262324206,49.25035049922676
4007110,1,transformer,fine,0.5128885755152601,0.4730375617951834,62.32700213841671,-12.127508851620101
4007110,2,lstm,nopre,0.507322111749096,0.4257206460266054,62.68252584405559,37.14789273621047
4007110,2,lstm,onlypre,0.5351211216189791,0.5613994194628893,60.88844179154614,19.695037647267274
4007110,2,lstm,fine,0.49732493100582253,0.5152796093048971,63.31529371559973,11.340806099824125
4007110,2,transformer,nopre,0.45638385920304103,0.14832391016547586,65.84322952945563,-78.64060002862296
4007110,2,transformer,onlypre,0.467172748867537,0.5394091562575698,65.18657557771752,34.92977553229759
4007110,2,transformer,fine,0.49397201807441216,0.4480985071354927,63.526103693803556,-11.272610526737074
4007110,3,lstm,nopre,0.48485609446715927,0.4097480622108677,64.09570162116137,38.423771825305074
4007110,3,lstm,onlypre,0.525781717501684,0.5448803960610847,61.49697723824875,19.178788598492776
4007110,3,lstm,fine,0.48465923395884525,0.49756860617692644,64.10794742958839,11.940300978950068
4007110,3,transformer,nopre,0.3884004467017499,0.14933939629330562,69.83903060419064,-77.60979714273907
4007110,3,transformer,onlypre,0.48561976711830024,0.5370892318310962,64.04817481549667,34.930033693283406
4007110,3,transformer,fine,0.4816443377731989,0.4208436708176092,64.29519920375787,-13.74469263259656
4007110,4,lstm,nopre,0.4995955309401001,0.4143629370461134,63.17261571328453,35.53560395138306
4007110,4,lstm,onlypre,0.5223598130318907,0.5453652873301531,61.718974245060515,18.334174861972862
4007110,4,lstm,fine,0.4790209348645492,0.492592003984481,64.45823445563809,12.84256709264809
4007110,4,transformer,nopre,0.3786821508257415,0.30739004723275287,70.392304739949,-61.9790643370051
4007110,4,transformer,onlypre,0.3698119189972492,0.4167560264292117,70.89300119160414,49.05433639313232
4007110,4,transformer,fine,0.46909218776823325,0.4581236168821289,65.0695536592743,-8.201867282530214
4007110,5,lstm,nopre,0.48535728793689326,0.4108953618849933,64.06529275941385,33.57810446980413
4007110,5,lstm,onlypre,0.5212523666490312,0.5488062139198464,61.79071514249544,16.859761026008123
4007110,5,lstm,fine,0.47953319007118156,0.49274650714179746,64.42677930247379,12.815053786461423
4007110,5,transformer,nopre,0.31680274571454825,0.32780356962893875,73.81471677342937,-56.88251851938876
4007110,5,transformer,onlypre,0.3843334551302743,0.5035516155836361,70.07170403111506,38.053378236886964
4007110,5,transformer,fine,0.4765101628795597,0.45396852817509326,64.61361341808568,-11.701674512703368
4007110,6,lstm,nopre,0.4838841108100572,0.4075556725183537,64.15723441376326,35.394348085655494
4007110,6,lstm,onlypre,0.521215025619817,0.5515609901731293,61.793426279727576,15.653426939003026
4007110,6,lstm,fine,0.4813938546276758,0.4945763062128449,64.31182730333124,12.485408772574365
4007110,6,transformer,nopre,0.3052226917894586,0.34649507723958073,74.4380234701804,-55.15223762067159
4007110,6,transformer,onlypre,0.42289207687994024,0.5295805280238326,67.84229616324536,15.136438613931995
4007110,6,transformer,fine,0.459772391993013,0.4332109371731865,65.63876595046575,-16.04910323944667
4007110,7,lstm,nopre,0.46990752606404507,0.3956759860743234,65.02047126856594,38.56049683486627
4007110,7,lstm,onlypre,0.521889336090275,0.5525983176839311,61.750219969157804,14.834069826824859
4007110,7,lstm,fine,0.48315384950088647,0.4958969868952722,64.2029430901489,12.15947481359337
4007110,7,transformer,nopre,0.3863615310160512,0.18556858589117986,69.9569042355618,-72.3964953090183
4007110,7,transformer,onlypre,0.4348069056112659,0.48218502768784444,67.13866745190914,34.86570980276047
4007110,7,transformer,fine,0.49783618346964265,0.4515677321334386,63.284448824170525,-15.101196261769523
